player_name,player_short_name,player_id,player_birthdate,team_name,team_id,competition_name,season_name,position_group,minutes_full_all,count_match,distance_per_match,total_metersperminute_full_all,running_per_match,hsr_per_match,sprint_per_match,hi_per_match,hsr_count_per_match,sprint_count_per_match,hi_count_per_match,high_accel_per_match,high_decel_per_match,accel_decel_load_per_match,high_intensity_share,sprint_share,top_speed,load_index,load_level,load_comment
Adam Bugarija,A. Bugarija,966112,2005-02-22,Perth Glory Football Club,871,AUS - A-League,2024/2025,Center Forward,75.13,4,2477.75,131.91,437.8125,101.25,6.25,107.5,8.4375,0.5,8.9375,1.0625,2.4375,47.4375,0.043386136615881345,0.0025224498032489153,24.88,19.2664621968015,low,Низкая нагрузка по сравнению с другими игроками датасета.
Isaías Sánchez Cortés,Isaias,560895,1987-02-09,Adelaide United Football Club,866,AUS - A-League,2024/2025,Midfield,97.63,4,2873.5,117.73,503.3125,151.5,28.4375,179.9375,12.5625,1.375,13.9375,1.0625,4.3125,60.625,0.0626196276318079,0.00989646772228989,27.12,19.13394467423999,low,Низкая нагрузка по сравнению с другими игроками датасета.
Adam Zimarino,A. Zimarino,797298,2001-08-28,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Center Forward,66.27,3,2724.443333333333,123.34,429.22333333333336,130.89000000000001,14.223333333333334,145.10999999999999,11.89,1.11,13.0,1.3333333333333333,3.223333333333333,54.33333333333332,0.05326225663224169,0.005220638344469146,25.8,18.918058171069653,low,Низкая нагрузка по сравнению с другими игроками датасета.
Henry Hore,H. Hore,560901,1999-08-17,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Wide Attacker,83.9,5,2122.3599999999997,126.48,361.48,123.24000000000001,18.880000000000003,142.12,10.36,1.3199999999999998,11.68,0.72,2.56,43.2,0.06696319191843043,0.008895757552912796,26.58,18.862797232345287,low,Низкая нагрузка по сравнению с другими игроками датасета.
James Jeggo,J. Jeggo,26105,1992-02-12,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,80.43,3,3341.7766666666666,124.64,698.5566666666667,123.33333333333333,11.0,134.33333333333334,10.333333333333334,0.6666666666666666,11.0,0.7766666666666667,2.223333333333333,59.776666666666664,0.040198178015087786,0.0032916622195977587,25.33,18.74706962068504,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jordan Elsey,J. Elsey,50963,1994-03-02,Adelaide United Football Club,866,AUS - A-League,2024/2025,Central Defender,100.4,2,4981.25,99.23,540.5,173.75,57.25,231.0,15.5,2.0,17.5,2.0,3.5,99.25,0.046373902132998746,0.0114930991217064,27.85,18.658088186238274,low,Низкая нагрузка по сравнению с другими игроками датасета.
Alessandro Lopane,A. Lopane,771855,2004-04-09,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,84.47,7,1581.8157142857142,131.09,293.7557142857143,94.04142857142857,15.0,109.04142857142857,8.061428571428571,0.9800000000000001,9.041428571428572,0.5514285714285714,1.6942857142857142,31.98,0.06893434398625088,0.009482773413193339,26.91,18.595992969097725,low,Низкая нагрузка по сравнению с другими игроками датасета.
Hiroki Sakai,H. Sakai,4322,1990-04-12,Auckland FC,4177,AUS - A-League,2024/2025,Central Defender,99.07,3,3341.6666666666665,101.19,391.4433333333333,137.55666666666667,59.11000000000001,196.66666666666666,15.666666666666666,3.776666666666667,19.44333333333333,1.7766666666666666,3.5566666666666666,70.88666666666667,0.05885286783042394,0.017688778054862846,30.27,17.979166346206377,low,Низкая нагрузка по сравнению с другими игроками датасета.
Brandon O'Neill,B. O'Neill,23892,1994-04-12,Perth Glory Football Club,871,AUS - A-League,2024/2025,Midfield,77.44,5,2009.44,129.74,390.76,101.36,9.6,110.96,7.68,0.52,8.2,0.76,1.9600000000000002,40.32000000000001,0.055219364599092276,0.004777450433951748,25.5,17.96268832665965,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kai Trewin,K. Trewin,50992,2001-05-18,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,100.29,7,1804.4085714285716,125.95,349.1842857142857,99.42857142857143,21.204285714285714,120.63285714285713,8.367142857142857,1.2442857142857144,9.612857142857143,0.5714285714285714,1.7142857142857142,36.75571428571429,0.06685451346939163,0.011751377182551306,27.51,17.957351457851537,low,Низкая нагрузка по сравнению с другими игроками датасета.
Liam  Gillion,L. Gillion,965685,2002-10-17,Auckland FC,4177,AUS - A-League,2024/2025,Wide Attacker,86.76,11,993.1072727272727,125.91,162.46272727272728,69.22272727272728,25.10727272727273,94.3309090909091,6.71090909090909,1.3227272727272728,8.032727272727273,0.6863636363636364,1.6445454545454545,20.240000000000002,0.09498561905790641,0.02528153142844589,29.92,17.814788146579495,low,Низкая нагрузка по сравнению с другими игроками датасета.
Juan Manuel Mata García,Juan Mata,5521,1988-04-28,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Midfield,68.36,3,2806.2233333333334,123.16,503.77666666666664,100.33333333333333,15.11,115.44333333333333,8.776666666666666,1.0,9.776666666666666,0.7766666666666667,3.4433333333333334,56.77333333333334,0.0411383270754169,0.005384460965924546,25.73,17.793407660868457,low,Низкая нагрузка по сравнению с другими игроками датасета.
Ariath Piol,A. Piol,810561,2004-10-11,Macarthur FC,1804,AUS - A-League,2024/2025,Center Forward,68.32,5,1582.96,115.85,195.6,95.03999999999999,43.4,138.44,10.08,2.32,12.4,1.1199999999999999,3.4,34.279999999999994,0.08745641077475111,0.02741699095365644,30.2,17.78675529572946,low,Низкая нагрузка по сравнению с другими игроками датасета.
Matthew Sheridan,M. Sheridan,799092,2004-05-09,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Midfield,88.1,9,1282.3333333333333,131.0,251.14777777777778,82.40777777777777,13.852222222222222,96.25888888888889,6.654444444444445,0.8522222222222222,7.506666666666667,0.43222222222222223,1.42,27.26,0.07506541894116628,0.01080235681483407,26.94,17.621091010320235,low,Низкая нагрузка по сравнению с другими игроками датасета.
Dean Pelekanos,D. Pelekanos,957034,2001-01-05,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Central Defender,101.01,2,5051.25,100.02,491.5,164.25,35.0,199.25,15.5,2.5,18.0,1.5,4.25,100.25,0.03944568176194011,0.006928977975748577,27.35,17.602914884508905,low,Низкая нагрузка по сравнению с другими игроками датасета.
Harry Politidis,H. Politidis,771857,2002-06-28,Melbourne City FC,2380,AUS - A-League,2024/2025,Wide Attacker,79.65,11,899.9672727272726,124.28,147.49545454545455,72.32272727272726,26.84272727272727,99.16545454545454,7.107272727272728,1.5454545454545454,8.652727272727274,0.8427272727272727,2.0663636363636364,21.214545454545455,0.11018784521457346,0.029826337119329593,29.79,17.49212142149119,low,Низкая нагрузка по сравнению с другими игроками датасета.
Vitor Correia da Silva,Vitor Feijão,170488,1996-08-01,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Wide Attacker,73.77,5,1683.08,114.08,241.51999999999998,99.44,37.36,136.8,10.48,2.16,12.64,1.72,3.04,43.559999999999995,0.08127955890391425,0.022197400004753193,29.74,17.409268735491047,low,Низкая нагрузка по сравнению с другими игроками датасета.
Nathaniel Atkinson,N. Atkinson,104563,1999-06-13,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,90.39,8,1456.6875,128.92,242.09375,83.3125,15.4375,98.75,6.735,1.0,7.735,0.4375,1.6725,26.985,0.06779079246578282,0.010597674518385034,26.99,17.313473136546378,low,Низкая нагрузка по сравнению с другими игроками датасета.
Wataru Kamijo,W. Kamijo,795544,2006-04-17,Sydney Football Club,869,AUS - A-League,2024/2025,Midfield,81.31,4,2448.25,120.44,401.9375,128.875,17.0625,145.9375,10.5,1.125,11.625,0.8125,2.875,47.125,0.05960890431941183,0.006969263759828449,26.27,17.24799254030967,low,Низкая нагрузка по сравнению с другими игроками датасета.
Eli Adams,E. Adams,795505,2002-03-12,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Wide Attacker,89.39,9,1230.9011111111113,123.92,193.2588888888889,86.43222222222222,23.72888888888889,110.16000000000001,7.703333333333333,1.4444444444444444,9.147777777777778,0.7155555555555556,1.951111111111111,25.987777777777776,0.08949541031818604,0.019277656567771938,28.52,17.07573488755615,low,Низкая нагрузка по сравнению с другими игроками датасета.
Zachary de Jesus,Z. de Jesus,795547,2006-02-04,Sydney Football Club,869,AUS - A-League,2024/2025,Full Back,81.75,7,1384.1842857142858,118.53,199.08142857142857,90.42857142857143,32.714285714285715,123.14285714285714,8.40857142857143,1.672857142857143,10.081428571428571,0.8771428571428571,2.9385714285714286,29.69285714285714,0.08896420687171092,0.023634342660814156,29.64,17.051429083681146,low,Низкая нагрузка по сравнению с другими игроками датасета.
Marlee Francois,M. Francois,582974,2002-12-29,Auckland FC,4177,AUS - A-League,2024/2025,Wide Attacker,64.63,6,1292.0,119.95,200.52833333333334,101.16666666666667,30.805000000000003,131.97166666666666,9.305,1.6116666666666666,10.916666666666666,1.1116666666666666,2.7216666666666662,29.916666666666668,0.1021452528379773,0.023842879256965946,28.53,17.04569375544208,low,Низкая нагрузка по сравнению с другими игроками датасета.
Andreas  Kuen,A. Kuen,26095,1995-03-24,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,81.7,8,1310.0625,128.28,231.1875,80.9525,16.6725,97.625,7.265,1.14,8.40625,0.5625,1.235,26.43875,0.0745193454510758,0.012726492056676685,27.09,17.033144039161996,low,Низкая нагрузка по сравнению с другими игроками датасета.
Walter Scott,W. Scott,51717,1999-10-02,Macarthur FC,1804,AUS - A-League,2024/2025,Full Back,88.74,7,1438.9385714285713,113.5,219.6942857142857,99.06142857142856,42.69428571428572,141.75571428571428,9.162857142857144,2.0814285714285714,11.244285714285713,1.0,3.327142857142857,33.612857142857145,0.09851408329750996,0.02967067987613886,30.43,16.78000909807622,low,Низкая нагрузка по сравнению с другими игроками датасета.
Ryan Edmondson,R. Edmondson,18851,2001-05-20,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Center Forward,73.07,5,1665.2,113.95,195.52,88.2,38.68,126.88,9.48,1.8,11.28,1.1199999999999999,2.84,37.67999999999999,0.07619505164544799,0.023228441028104733,29.88,16.559874925594663,low,Низкая нагрузка по сравнению с другими игроками датасета.
Alex Grant,A. Grant,51708,1994-01-23,Sydney Football Club,869,AUS - A-League,2024/2025,Central Defender,98.92,3,3561.89,108.02,499.0,151.77666666666667,32.89,184.66666666666666,11.89,1.4433333333333334,13.333333333333334,1.3333333333333333,2.776666666666667,69.22,0.05184513465229602,0.00923386179809034,26.7,16.452818673358703,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jacob  Brazete,J. Brazete,965698,2006-01-20,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Wide Attacker,71.47,4,2041.625,114.26,276.5625,107.125,28.8125,135.9375,10.9375,1.75,12.6875,1.1875,3.0625,44.0625,0.06658299148962224,0.014112532908834874,28.32,16.426045034972432,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kota Mizunuma,K. Mizunuma,152111,1990-02-22,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Wide Attacker,87.96,6,1705.5,116.34,300.9166666666667,116.41666666666667,23.778333333333332,140.195,10.055,1.555,11.611666666666666,1.4166666666666667,3.3333333333333335,38.89,0.0822017003811199,0.01394214795270204,27.68,16.37495302154477,low,Низкая нагрузка по сравнению с другими игроками датасета.
Mathew Leckie,M. Leckie,7252,1991-02-04,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,89.51,6,1745.6116666666667,117.01,261.3333333333333,84.41666666666667,28.916666666666668,113.33333333333333,8.666666666666666,1.5833333333333333,10.25,0.8616666666666667,2.8333333333333335,38.61166666666667,0.06492471120438204,0.016565349108765122,28.83,16.330009343012108,low,Низкая нагрузка по сравнению с другими игроками датасета.
Patrick Wood,P. Wood,51053,2002-09-16,Perth Glory Football Club,871,AUS - A-League,2024/2025,Center Forward,74.17,5,1713.4,115.5,235.16,88.24,30.0,118.24000000000001,9.6,1.8800000000000001,11.48,1.24,3.2399999999999998,37.279999999999994,0.06900898797712152,0.017509046340609315,28.64,16.260755763966102,low,Низкая нагрузка по сравнению с другими игроками датасета.
Dane James Ingham,Dane Ingham,50983,1999-06-08,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Full Back,92.83,6,1757.1666666666667,113.57,233.13833333333332,89.83333333333333,32.0,121.83333333333333,8.221666666666666,1.7216666666666667,9.945,1.195,2.7216666666666662,34.805,0.06933510386038129,0.018211135350469507,29.98,16.24623264084961,low,Низкая нагрузка по сравнению с другими игроками датасета.
James Donachie,J. Donachie,23883,1993-05-14,Western United,1803,AUS - A-League,2024/2025,Central Defender,93.03,5,2139.84,115.0,277.8,89.32000000000001,28.6,117.92,9.36,1.8,11.16,0.8,1.72,41.08,0.05510692388215941,0.013365485269926723,29.2,16.20191577386405,low,Низкая нагрузка по сравнению с другими игроками датасета.
Benjamin Gibson,B. Gibson,966120,2003-01-03,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Center Forward,78.68,8,1171.2025,119.08,175.9375,84.9375,28.735,113.6725,8.2975,1.65625,9.9525,0.875,2.1875,29.0,0.09705623066890652,0.024534612929873353,29.09,16.19164670963238,low,Низкая нагрузка по сравнению с другими игроками датасета.
Lachlan Rose,L. Rose,51651,1999-05-10,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Center Forward,84.4,11,910.6036363636363,118.67,135.24,68.68636363636364,30.016363636363636,98.70272727272727,7.123636363636364,1.7027272727272729,8.826363636363636,0.8345454545454545,2.1654545454545455,20.818181818181817,0.10839263465593253,0.0329631493195323,30.41,16.08398583941713,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jonny  Yull,J. Yull,51646,2005-03-05,Adelaide United Football Club,866,AUS - A-League,2024/2025,Wide Attacker,88.08,6,1693.7216666666666,115.38,260.8616666666667,111.22166666666668,32.5,143.72166666666666,9.971666666666666,1.9166666666666667,11.888333333333334,1.055,2.6666666666666665,37.028333333333336,0.08485554001887363,0.019188512870572005,28.05,16.042682591359288,low,Низкая нагрузка по сравнению с другими игроками датасета.
Luke Amos,L. Amos,12185,1997-02-23,Perth Glory Football Club,871,AUS - A-League,2024/2025,Midfield,70.28,7,1273.6328571428571,126.86,250.3057142857143,81.91857142857143,12.734285714285715,94.65285714285714,6.448571428571428,0.8771428571428571,7.327142857142857,0.42857142857142855,1.8571428571428572,26.837142857142858,0.07431722306159097,0.009998396039226375,26.57,16.02184546465088,low,Низкая нагрузка по сравнению с другими игроками датасета.
Matthew Grimaldi,M. Grimaldi,795527,2003-11-28,Western United,1803,AUS - A-League,2024/2025,Wide Attacker,76.61,16,624.855625,130.5,106.09,43.386875,10.53125,53.918125,3.8475,0.5975,4.445,0.30875,0.89875,11.976875,0.08628893274346375,0.0168538932493406,28.2,15.955670390261288,low,Низкая нагрузка по сравнению с другими игроками датасета.
Chris Ikonomidis,C. Ikonomidis,50980,1995-05-04,Macarthur FC,1804,AUS - A-League,2024/2025,Center Forward,76.64,5,1826.48,119.16,283.0,112.12,16.52,128.64000000000001,8.959999999999999,1.16,10.120000000000001,1.4,2.3600000000000003,37.2,0.07043055494722089,0.009044719898383777,26.38,15.891665635310947,low,Низкая нагрузка по сравнению с другими игроками датасета.
Florin Bérenguer,F. Bérenguer,560882,1989-04-01,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Midfield,68.77,5,1692.7599999999998,123.08,228.16,66.28,19.56,85.84,6.720000000000001,1.08,7.8,0.48,1.28,31.040000000000003,0.05071008294146837,0.011555093456839718,27.56,15.84167626379384,low,Низкая нагрузка по сравнению с другими игроками датасета.
Corban Piper,C. Piper,957734,2002-09-10,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Full Back,90.18,6,1664.4716666666666,110.74,210.47166666666666,102.16666666666667,40.861666666666665,143.02833333333334,10.111666666666666,2.361666666666667,12.471666666666666,1.305,3.7783333333333338,38.416666666666664,0.08593017003393469,0.02454933146954539,29.08,15.795572210433853,low,Низкая нагрузка по сравнению с другими игроками датасета.
Neyder Stiven Moreno Betancur,N. Moreno,43829,1997-02-09,Auckland FC,4177,AUS - A-League,2024/2025,Wide Attacker,72.26,7,1215.1228571428571,117.71,198.32714285714286,92.87714285714286,27.65285714285714,120.53,8.305714285714286,1.672857142857143,9.98,0.9800000000000001,2.142857142857143,28.101428571428567,0.0991916161328778,0.022757252059168617,28.8,15.751080231862645,low,Низкая нагрузка по сравнению с другими игроками датасета.
Alex Gersbach,A. Gersbach,13244,1997-05-08,Western Sydney Wanderers FC,2902,AUS - A-League,2024/2025,Full Back,93.18,6,1779.3616666666667,114.57,251.47166666666666,107.195,28.138333333333335,135.33333333333334,9.666666666666666,1.8333333333333333,11.5,1.1383333333333334,2.75,38.0,0.07605723775473788,0.015813723460754187,28.1,15.741089165787404,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jed Drew,J. Drew,560891,2003-08-29,Macarthur FC,1804,AUS - A-League,2024/2025,Wide Attacker,73.83,10,870.4799999999999,117.91,117.60999999999999,58.739999999999995,32.5,91.24,6.36,1.52,7.88,0.76,1.54,19.43,0.10481573384799192,0.03733572281959379,30.94,15.707386105798967,low,Низкая нагрузка по сравнению с другими игроками датасета.
Eli Adams,E. Adams,795505,2002-03-12,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Center Forward,88.77,10,1079.1399999999999,121.56,153.95,64.08,21.630000000000003,85.71000000000001,6.1899999999999995,1.29,7.4799999999999995,0.5599999999999999,1.3699999999999999,21.229999999999997,0.07942435643197361,0.020043738532535167,29.3,15.64441813774021,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kavian Rahmani,K. Rahmani,963054,2006-12-29,Melbourne City FC,2380,AUS - A-League,2024/2025,Wide Attacker,76.41,5,1818.2400000000002,118.97,294.64,91.72,12.72,104.44000000000001,8.8,1.04,9.84,1.04,2.92,38.44,0.057440161914818724,0.006995776135163674,27.08,15.638551840449127,low,Низкая нагрузка по сравнению с другими игроками датасета.
Douglas  Costa de Souza,Douglas Costa,2858,1990-09-14,Sydney Football Club,869,AUS - A-League,2024/2025,Wide Attacker,94.89,4,2587.3125,109.07,398.4375,137.9375,23.9375,161.875,11.5,1.5,13.0,1.75,3.6875,47.375,0.06256492016329686,0.00925187815542189,27.12,15.574949748910669,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kosta Grozos,K. Grozos,735574,2000-08-10,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Midfield,99.08,6,1961.5,118.78,301.555,83.77833333333334,19.778333333333332,103.555,6.778333333333333,0.75,7.528333333333333,0.4716666666666667,1.2216666666666667,33.443333333333335,0.05279378027020138,0.010083269606593594,28.32,15.46757559991311,low,Низкая нагрузка по сравнению с другими игроками датасета.
Phillip Cancar,P. Cancar,176224,2001-05-11,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Full Back,97.02,5,2108.8,108.68,241.48000000000002,92.84,38.88,131.72,9.28,1.8800000000000001,11.16,1.1199999999999999,2.88,47.4,0.06246206373292868,0.018437025796661607,29.74,15.44354867318321,low,Низкая нагрузка по сравнению с другими игроками датасета.
Hideki Ishige,H. Ishige,26969,1994-09-21,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Center Forward,82.64,8,1254.46875,121.44,194.15625,82.3275,19.64,101.96875,6.9225,1.2025,8.125,0.765,1.5625,26.125,0.08128440824054006,0.015656029693844508,27.71,15.388931137359593,low,Низкая нагрузка по сравнению с другими игроками датасета.
Corban Piper,C. Piper,957734,2002-09-10,Wellington Phoenix FC,867,AUS - A-League,2024/2025,Central Defender,97.24,4,2560.4375,105.32,280.0,110.9375,40.6875,151.625,10.75,2.1875,12.9375,1.25,3.625,54.0,0.059218395293773034,0.015890838967949815,29.1,15.363613757061268,low,Низкая нагрузка по сравнению с другими игроками датасета.
Kaelan Majekodunmi,K. Majekodunmi,799157,2004-02-21,Perth Glory Football Club,871,AUS - A-League,2024/2025,Central Defender,96.37,3,3428.6666666666665,106.74,367.77666666666664,121.22333333333334,23.55666666666667,144.77666666666667,10.89,1.6666666666666667,12.556666666666667,1.11,2.89,61.22333333333333,0.04222535485125413,0.006870503597122302,27.77,15.353885860852948,low,Низкая нагрузка по сравнению с другими игроками датасета.
Zane William Schreiber,Z. Schreiber,771861,2005-05-31,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,74.95,10,1002.5600000000001,133.75,191.92000000000002,39.45,3.95,43.4,3.1100000000000003,0.27999999999999997,3.3899999999999997,0.25,0.82,18.7,0.04328917969996808,0.003939913820619215,25.28,15.301910191245963,low,Низкая нагрузка по сравнению с другими игроками датасета.
Isaías Sánchez Cortés,Isaias,560895,1987-02-09,Adelaide United Football Club,866,AUS - A-League,2024/2025,Central Defender,94.91,4,2651.8125,111.76,339.6875,102.1875,27.625,129.8125,9.125,2.0,11.125,0.875,3.0625,55.8125,0.048952367484503524,0.010417403191213558,27.23,15.278340975188927,low,Низкая нагрузка по сравнению с другими игроками датасета.
Jaylan Pearman,J. Pearman,966111,2006-04-18,Perth Glory Football Club,871,AUS - A-League,2024/2025,Center Forward,85.31,8,1351.485,126.74,223.65625,57.78125,9.0625,66.84375,5.0475,0.53125,5.5775,0.4375,1.15625,22.20375,0.0494594834570861,0.006705586817463753,26.7,15.212461914388333,low,Низкая нагрузка по сравнению с другими игроками датасета.
Clarismario Santos Rodrigues,Clarismario Rodrigues,745320,2001-07-27,Melbourne Victory Football Club,868,AUS - A-League,2024/2025,Wide Attacker,87.33,9,1074.2466666666667,110.71,147.0622222222222,70.83999999999999,39.654444444444444,110.49333333333334,7.271111111111111,1.8022222222222222,9.074444444444445,1.0,2.2588888888888885,23.357777777777773,0.10285657546063288,0.03691372351891041,31.8,15.056805413977157,low,Низкая нагрузка по сравнению с другими игроками датасета.
Steven Ugarković,S. Ugarković,51681,1994-08-19,Melbourne City FC,2380,AUS - A-League,2024/2025,Midfield,94.5,18,688.21,131.09,126.53722222222223,39.885555555555555,6.0,45.885555555555555,3.1944444444444446,0.41055555555555556,3.605,0.21888888888888888,0.7283333333333333,12.218333333333334,0.06667377044151575,0.008718269132968134,26.77,14.924424520415242,low,Низкая нагрузка по сравнению с другими игроками датасета.
Corey Hollman,C. Hollman,133852,2003-09-25,Sydney Football Club,869,AUS - A-League,2024/2025,Midfield,95.95,9,1341.308888888889,125.81,244.04888888888888,55.60444444444445,8.567777777777778,64.17333333333333,4.493333333333333,0.5188888888888888,5.012222222222222,0.4077777777777778,1.16,27.716666666666665,0.047843814251088065,0.006387624691636196,26.6,14.778454558562483,low,Низкая нагрузка по сравнению с другими игроками датасета.
Medin Memeti,M. Memeti,795151,2007-06-20,Melbourne City FC,2380,AUS - A-League,2024/2025,Center Forward,85.7,7,1418.3671428571429,115.86,189.3057142857143,85.95857142857143,21.93857142857143,107.89857142857143,8.551428571428572,1.3871428571428572,9.938571428571427,1.0614285714285714,1.9385714285714286,29.184285714285718,0.07607238504638633,0.01546748423992579,28.26,14.729483533411548,low,Низкая нагрузка по сравнению с другими игроками датасета.
Luka Jovanovic,L. Jovanovic,797295,2005-05-20,Adelaide United Football Club,866,AUS - A-League,2024/2025,Center Forward,69.65,7,1181.5714285714287,118.74,183.44857142857146,77.40857142857143,18.694285714285716,96.10142857142857,6.877142857142857,1.1842857142857142,8.061428571428571,0.7957142857142857,2.0,23.142857142857142,0.08133357514206263,0.015821545157780198,28.26,14.70709283874402,low,Низкая нагрузка по сравнению с другими игроками датасета.
Frans Deli,F. Deli,970049,2005-07-08,Macarthur FC,1804,AUS - A-League,2024/2025,Midfield,78.44,4,2342.375,119.45,404.9375,92.5,8.5625,101.0625,7.8125,0.6875,8.5,0.625,2.0625,48.5,0.043145311916324244,0.003655477880356476,25.18,14.571282382561186,low,Низкая нагрузка по сравнению с другими игроками датасета.
Douglas  Costa de Souza,Douglas Costa,2858,1990-09-14,Sydney Football Club,869,AUS - A-League,2024/2025,Center Forward,94.25,4,2630.3125,111.64,356.375,101.6875,17.8125,119.5,9.0,1.0625,10.0625,1.625,2.625,45.625,0.04543186408459071,0.006772009029345372,26.38,14.533584362826236,low,Низкая нагрузка по сравнению с другими игроками датасета.
Samuel Klein,S. Klein,965695,2004-03-15,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Midfield,96.58,15,830.4313333333333,128.98,135.23999999999998,41.28866666666667,7.528666666666667,48.818,3.3733333333333335,0.43533333333333335,3.808666666666667,0.178,0.618,14.969333333333335,0.05878631747196437,0.009065971338589504,26.87,14.520537636058636,low,Низкая нагрузка по сравнению с другими игроками датасета.
Florin Bérenguer,F. Bérenguer,560882,1989-04-01,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Center Forward,70.29,6,1428.055,121.9,178.52833333333334,54.333333333333336,10.695,65.02833333333334,5.195,0.695,5.888333333333333,0.5283333333333333,1.4716666666666667,27.276666666666667,0.04553629470386878,0.007489207348456467,27.62,14.504233419525079,low,Низкая нагрузка по сравнению с другими игроками датасета.
Antonio Mikael Rodrigues Brito,Mikael Doka,34423,2000-01-24,Central Coast Mariners Football Club,870,AUS - A-League,2024/2025,Full Back,96.04,5,2082.12,108.4,267.52,107.28,27.2,134.48,9.72,1.64,11.36,1.24,2.56,45.84,0.06458801606055366,0.013063608245442145,28.52,14.37926616210677,low,Низкая нагрузка по сравнению с другими игроками датасета.
Anas Hamzaoui,A. Hamzaoui,167167,1996-07-14,Perth Glory Football Club,871,AUS - A-League,2024/2025,Full Back,85.69,5,1953.44,113.99,273.56,88.4,20.080000000000002,108.47999999999999,8.16,1.08,9.24,0.9199999999999999,2.84,46.16,0.05553280366942419,0.010279302154148578,27.16,14.323873467974831,low,Низкая нагрузка по сравнению с другими игроками датасета.
Angus Thurgate,A. Thurgate,51675,2000-02-08,Western United,1803,AUS - A-League,2024/2025,Midfield,97.05,28,450.24107142857144,129.9,80.97571428571429,23.2525,5.237142857142857,28.489642857142858,1.935,0.29857142857142854,2.2335714285714285,0.12107142857142858,0.4732142857142857,8.175714285714285,0.06327641937850755,0.011631863882443928,27.9,14.316185410295509,low,Низкая нагрузка по сравнению с другими игроками датасета.
Trent Ostler,T. Ostler,560987,2002-04-03,Perth Glory Football Club,871,AUS - A-League,2024/2025,Wide Attacker,87.01,14,754.2192857142857,121.35,118.35714285714286,50.729285714285716,16.367142857142856,67.09714285714286,4.607142857142857,0.9135714285714285,5.520714285714286,0.485,1.2757142857142856,16.867857142857144,0.08896238020962073,0.02170077478414292,29.08,14.312382150055186,low,Низкая нагрузка по сравнению с другими игроками датасета.
Clayton Taylor,C. Taylor,795506,2004-03-01,Newcastle United Jets FC,1805,AUS - A-League,2024/2025,Wide Attacker,86.84,17,627.1729411764707,122.78,99.43941176470588,45.273529411764706,14.231764705882354,59.50529411764706,4.093529411764706,0.7817647058823529,4.875294117647059,0.34941176470588237,0.8270588235294118,13.01764705882353,0.09487860558209857,0.0226919303616415,29.14,14.176394182216185,low,Низкая нагрузка по сравнению с другими игроками датасета.
Logan Rogerson,L. Rogerson,133501,1998-05-28,Auckland FC,4177,AUS - A-League,2024/2025,Wide Attacker,81.69,22,464.6859090909091,125.14,75.54772727272727,36.28909090909091,11.169545454545455,47.45863636363636,3.159090909090909,0.6281818181818182,3.787272727272727,0.2831818181818182,0.6818181818181818,9.692272727272728,0.10213056913320727,0.024036763835591782,28.92,14.14400397696048,low,Низкая нагрузка по сравнению с другими игроками датасета.
Thomas Waddingham,T. Waddingham,795537,2005-04-05,Brisbane Roar FC,1802,AUS - A-League,2024/2025,Center Forward,92.5,10,1120.4,121.12,156.35999999999999,49.79,12.25,62.04,4.89,0.8400000000000001,5.7299999999999995,0.5599999999999999,1.1,19.979999999999997,0.055373081042484826,0.010933595144591218,28.2,14.02834226994037,low,Низкая нагрузка по сравнению с другими игроками датасета.
